question_id,answer_id,question_text,question_score,pmid,pmtitle
2874,8304,Why are there exactly four nucleobases in DNA?,25,16794952,Why is the number of DNA bases 4?
5007,5073,How is evolution possible in contemporary humans?,25,19672317,Religiosity and Fertility in the United States: The Role of Fertility Intentions.
6884,6887,Why is the Hydra Biologically Immortal?,25,22371573,Telomere maintenance and telomerase activity are differentially regulated in asexual and sexual worms.
6884,6887,Why is the Hydra Biologically Immortal?,25,18445486,Chronological aging-induced apoptosis in yeast.
25941,25942,Hot water and bacteria,25,15824636,
41364,41371,Why is water flavorless?,25,5866039,"Geosmin, an earthly-smelling substance isolated from actinomycetes."
41364,41371,Why is water flavorless?,25,16345978,Geosmin and 2-methylisoborneol from cyanobacteria in three water supply systems.
41364,41371,Why is water flavorless?,25,21217843,Toxins produced in cyanobacterial water blooms - toxicity and risks.
43095,43118,Why can&#39;t we see in low light if staring long enough?,25,19007803,Visibility states modulate microsaccade rate and direction.
90058,90075,What are the environmental conditions for SARS-CoV-2 to survive?,25,19246070,Survival of surrogate coronaviruses in water.
90058,90075,What are the environmental conditions for SARS-CoV-2 to survive?,25,14631830,Stability of SARS coronavirus in human specimens and environment and its sensitivity to heating and UV irradiation.
2061,2062,Why does looking at bright light trigger sneezing in some people?,24,8108024,The photic sneeze reflex as a risk factor to combat pilots.
1,59,What is the criticality of the ribosome binding site relative to the start codon in prokaryotic translation?,24,7528374,Determination of the optimal aligned spacing between the Shine-Dalgarno sequence and the translation initiation codon of Escherichia coli mRNAs.
11,267,How many times did endosymbiosis occur?,24,10993077,Genome sequence of the endocellular bacterial symbiont of aphids Buchnera sp. APS.
1134,1135,How crowded is the bacterial cell?,24,1748995,Estimation of macromolecule concentrations and excluded volume effects for the cytoplasm of Escherichia coli.
1134,1135,How crowded is the bacterial cell?,24,21237136,What is the true enzyme kinetics in the biological system? An investigation of macromolecular crowding effect upon enzyme kinetics of glucose-6-phosphate dehydrogenase.
1134,1135,How crowded is the bacterial cell?,24,7317363,Diffusion-driven mechanisms of protein translocation on nucleic acids. 1. Models and theory.
6937,19569,How many organisms have ever lived on Earth?,24,9618454,Prokaryotes: the unseen majority.
27822,27824,Why do adults lose hearing at high frequencies?,24,23045231,Cisplatin and aminoglycoside antibiotics: hearing loss and its prevention.
43351,43353,What is the speed of blood?,24,5676450,
43676,43678,Can we taste electrons?,24,15741603,Metallic taste from electrical and chemical stimulation.
43983,60774,"Why don&#39;t rats have a gallbladder, unlike other rodents?",24,23683886,The role of the gallbladder in humans.
160,162,Are there dextral/sinistral higher animals?,23,15513053,Pawedness and motor asymmetries in toads.
160,162,Are there dextral/sinistral higher animals?,23,15513184,Preferential limb use in relation to epicoracoid overlap in the shoulder girdle of toads.
228,231,How are the boundaries of a gene determined?,23,22485421,
447,637,What is the mechanism behind &quot;acquired&quot; alcohol tolerance?,23,5457514,The clinical pharmacology of alcohol.
522,523,How does the microbial environment in your gut initiate?,23,16887585,The intestinal microflora during the first weeks of life.
522,523,How does the microbial environment in your gut initiate?,23,21605455,Intestinal microflora and body mass index during the first three years of life: an observational study.
926,981,Harmless virus?,23,17034895,Hepatitis A virus infection suppresses hepatitis C virus replication and may lead to clearance of HCV.
1655,1658,Why is coffee a laxative?,23,10499460,Coffee and gastrointestinal function: facts and fiction. A review.
5445,71362,Why does the cold make us sick?,23,6131011,Effect of cold on the blood vessel wall.
9172,9173,Do apes and humans share 99% of DNA or 99% of genes? What is the difference?,23,18174442,Polymorphic Y chromosomes harbor cryptic variation with manifold functional consequences.
9172,9173,Do apes and humans share 99% of DNA or 99% of genes? What is the difference?,23,18157829,Progranulin locus deletion in frontotemporal dementia.
9172,9226,Do apes and humans share 99% of DNA or 99% of genes? What is the difference?,23,8994846,The origin of interspersed repeats in the human genome.
9172,51384,Do apes and humans share 99% of DNA or 99% of genes? What is the difference?,23,26337052,Trans-species polymorphism in humans and the great apes is generally maintained by balancing selection that modulates the host immune response.
41207,41550,Why do you die if you cannot breathe?,23,9778571,Brain anaerobic lactate production: a suicide note or a survival kit?
41207,41550,Why do you die if you cannot breathe?,23,1361523,Excitotoxic cell death.
44229,44230,Why is it advised that infants are fed mother&#39;s milk?,23,22043881,Consumption of cow's milk as a cause of iron deficiency in infants and toddlers.
44229,44230,Why is it advised that infants are fed mother&#39;s milk?,23,20019947,Whole cow's milk in infancy.
44229,44232,Why is it advised that infants are fed mother&#39;s milk?,23,8826332,Can HIV be transmitted through breast milk?
44229,44232,Why is it advised that infants are fed mother&#39;s milk?,23,23178060,Human milk composition: nutrients and bioactive factors.
58127,58129,Why do humans suffer anxiety when they view &quot;Trypophobia trigger images&quot;?,23,25635930,Assessment of trypophobia and an analysis of its visual precipitation.
58127,58129,Why do humans suffer anxiety when they view &quot;Trypophobia trigger images&quot;?,23,23982244,Fear of holes.
84483,84497,Are cells guaranteed to get at least one mitochondrion when they divide?,23,19952104,Dividing cellular asymmetry: asymmetric cell division and its implications for stem cells and cancer.
85619,85620,How can a drink contain 1.8 kcal energy while 0 g fat/carbs/protein?,23,23505182,Food label accuracy of common snack foods.
1113,2277,Evolutionary origin and exogenous cues of ~28 day infradian rhythm?,22,7246643,
1113,2277,Evolutionary origin and exogenous cues of ~28 day infradian rhythm?,22,17290302,Stimulatory effect of morning bright light on reproductive hormones and ovulation: results of a controlled crossover trial.
2056,34241,Are mosquitoes repelled by high frequency sound?,22,10890136,"A blinded, controlled trial of an ultrasound device as mosquito repellent."
2056,34241,Are mosquitoes repelled by high frequency sound?,22,10349423,[Electronic repellents against mosquitoes: the propaganda and the reality].
13595,21525,Why would a single celled organism evolve to be multi-celled?,22,21075047,Volvox: simple steps to developmental complexity?
20525,20526,Why is high fructose corn syrup unhealthy?,22,19064536,Straight talk about high-fructose corn syrup: what it is and what it ain't.
20525,20526,Why is high fructose corn syrup unhealthy?,22,21067942,Fructose induced lipogenesis: from sugar to fat to insulin resistance.
20525,20532,Why is high fructose corn syrup unhealthy?,22,15051594,Consumption of high-fructose corn syrup in beverages may play a role in the epidemic of obesity.
20525,20568,Why is high fructose corn syrup unhealthy?,22,21860690,High dietary fructose intake: Sweet or bitter life?
20525,20568,Why is high fructose corn syrup unhealthy?,22,24864200,Early life exposure to fructose and offspring phenotype: implications for long term metabolic homeostasis.
20525,20568,Why is high fructose corn syrup unhealthy?,22,20516647,Uric acid transport and disease.
24786,34348,Why deoxyribose for DNA and ribose for RNA?,22,22701543,RNA folding and catalysis mediated by iron (II).
35569,35574,Why does the face turn pale in dangerous situations?,22,6100732,Adrenaline induces vasoconstriction through post-junctional alpha 2 adrenoceptors and this response is enhanced in patients with essential hypertension.
39931,39934,Why is 70% ethanol preferred for aseptic techniques?,22,15433175,
42273,42445,Why is a heritability coefficient not an index of how &quot;genetic&quot; something is?,22,26230387,Within-population Y-linked genetic variation for lifespan in Drosophila melanogaster.
